iter	RMSE
164	0.2060227164
165	0.2046611573
166	0.2033083157
167	0.2016099008
168	0.2001282088
169	0.1983068689
170	0.1966499607
171	0.195254529
172	0.1937060376
173	0.1922507337
174	0.1906795661
175	0.1891094501
176	0.1875414581
177	0.1861463794
178	0.184598381
179	0.1832169376
180	0.1817344088
181	0.1801389717
182	0.1786478321
183	0.177015922
184	0.1757002654
185	0.1742712706
186	0.1730282879
187	0.1717530447
188	0.1704765448
189	0.1689504571
190	0.1675861828
191	0.166244493
192	0.1652528251
193	0.1639332326
194	0.1625053309
195	0.1611889437
196	0.1600320183
197	0.158840562
198	0.1576687509
199	0.1565289143
200	0.1554665609
201	0.1540726796
202	0.1530073069
203	0.1519026247
204	0.1506362706
205	0.1492747536
206	0.1480655615
207	0.1469923528
208	0.1459018805
209	0.1450098439
210	0.1439168875
211	0.1429493214
212	0.1419941337
213	0.1409503185
214	0.139709591
215	0.138708979
216	0.1375800395
217	0.136795424
218	0.135570576
219	0.1345263435
220	0.1335803823
221	0.1326965166
222	0.1317380163
223	0.1308100539
224	0.1296345843
225	0.1286785392
226	0.1275459496
227	0.1264040642
228	0.12528271
229	0.1243332211
230	0.1232331402
231	0.1224111976
232	0.1216522416
233	0.1207421616
234	0.1198665697
235	0.1189854911
236	0.1181607748
237	0.11727018
238	0.1162381217
239	0.1154746493
240	0.1146276548
241	0.1136972203
242	0.1128851277
243	0.1120604542
244	0.1110794842
245	0.110410983
246	0.109785948
247	0.1090080453
248	0.1084627086
249	0.1076666755
250	0.1068807374
251	0.1060818564
252	0.1052896916
253	0.104603291
254	0.1038418587
255	0.1033134075
256	0.1024147011
257	0.1016007742
258	0.1008727528
259	0.1002679002
260	0.09954012593
261	0.09888420881
262	0.0980182422
263	0.09730789373
264	0.09661310351
265	0.09591419422
266	0.09519444778
267	0.09461566116
268	0.09393257459
269	0.09312267018
270	0.09245129153
271	0.09178539828
272	0.09112494709
273	0.09058112568
274	0.0901112423
275	0.08946105181
276	0.08881880633
277	0.08835819667
278	0.08790003821
279	0.08724115145
280	0.08659609303
281	0.08615540552
282	0.08571696067
283	0.08527254237
284	0.08483859041
285	0.08440684684
286	0.08377523068
287	0.08317597598
288	0.08275269345
289	0.08232375178
290	0.08190480622
291	0.0812958971
292	0.08087458652
293	0.08045551612
294	0.08004607801
295	0.07963872353
296	0.07923344207
297	0.07882293106
298	0.07842180118
299	0.07801554996
300	0.07761852884
301	0.07703917649
302	0.07664712413
303	0.07625706693
304	0.07586899473
305	0.07548289742
306	0.07509876497
307	0.07470776792
308	0.0743275801
309	0.07394932705
310	0.07356638176
311	0.07319200245
312	0.07281952836
313	0.07244894979
314	0.07208025709
315	0.07171344068
316	0.07117869499
317	0.07081646662
318	0.07029517692
319	0.06993744478
320	0.0695526193
321	0.06903497898
322	0.06868365998
323	0.06833412884
324	0.06798637647
325	0.06764039381
326	0.06729617186
327	0.06695370165
328	0.06661297427
329	0.06627398085
330	0.06593671257
331	0.06557991255
332	0.06524617639
333	0.0649141386
334	0.06458379056
335	0.06422873973
336	0.06390187968
337	0.06357668303
338	0.06325314129
339	0.06293124607
340	0.06261098896
341	0.06229236165
342	0.06197535583
343	0.06165996325
344	0.06134617571
345	0.06100906908
346	0.06067395894
347	0.06036518917
348	0.06005799073
349	0.05975235562
350	0.05944827589
351	0.05914574362
352	0.05884475094
353	0.05854529001
354	0.05824735304
355	0.05795093227
356	0.05765601998
357	0.0573626085
358	0.0570706902
359	0.05678025746
360	0.05649130274
361	0.05620381851
362	0.05591779728
363	0.05563323162
364	0.05535011411
365	0.05506843739
366	0.05478819412
367	0.054509377
368	0.05423197879
369	0.05395599226
370	0.05368141022
371	0.05340822553
372	0.05313643108
373	0.05286601979
374	0.05259698462
375	0.05232931857
376	0.05206301468
377	0.051798066
378	0.05153446565
379	0.05127220676
380	0.05101128251
381	0.0507516861
382	0.05049341078
383	0.05023644982
384	0.04998079653
385	0.04972644426
386	0.04947338639
387	0.04922161634
388	0.04897112754
389	0.04872191348
390	0.04847396766
391	0.04822728365
392	0.04798185501
393	0.04773767536
394	0.04749473833
395	0.04725303762
396	0.04701256691
397	0.04677331997
398	0.04653529055
399	0.04629847246
400	0.04606285954
401	0.04582844565
402	0.0455952247
403	0.04536319061
404	0.04513233734
405	0.04490265888
406	0.04467414925
407	0.04444680251
408	0.04422061274
409	0.04399557405
410	0.04377168058
411	0.0435489265
412	0.04332730602
413	0.04310681337
414	0.0428874428
415	0.04266918861
416	0.04245204511
417	0.04223600666
418	0.04202106763
419	0.04180722242
420	0.04159446547
421	0.04138279124
422	0.04117219422
423	0.04096266893
424	0.04075420991
425	0.04054681175
426	0.04034046903
427	0.04013517638
428	0.03993092848
429	0.03972771999
430	0.03952554563
431	0.03932440013
432	0.03912427826
433	0.03892517482
434	0.03872708461
435	0.03853000248
436	0.0383339233
437	0.03813884197
438	0.03794475341
439	0.03775165256
440	0.03755953441
441	0.03736839394
442	0.03717822619
443	0.0369890262
444	0.03680078905
445	0.03661350984
446	0.0364271837
447	0.03624180576
448	0.03605737122
449	0.03587387526
450	0.03569131311
451	0.03550968003
452	0.03532897127
453	0.03514918214
454	0.03497030796
455	0.03479234406
456	0.03461528583
457	0.03443912864
458	0.03426386792
459	0.0340894991
460	0.03391601765
461	0.03374341904
462	0.03357169878
463	0.03340085241
464	0.03323087548
465	0.03306176356
466	0.03289351225
467	0.03272611717
468	0.03255957396
469	0.03239387829
470	0.03222902585
471	0.03206501234
472	0.0319018335
473	0.03173948507
474	0.03157796284
475	0.03141726259
476	0.03125738014
477	0.03109831134
478	0.03094005204
479	0.03078259812
480	0.03062594548
481	0.03047009005
482	0.03031502776
483	0.03016075459
484	0.03000726652
485	0.02985455954
486	0.02970262969
487	0.02955147301
488	0.02940108557
489	0.02925146345
490	0.02910260276
491	0.02895449961
492	0.02880715017
493	0.02866055059
494	0.02851469705
495	0.02836958576
496	0.02822521294
497	0.02808157484
498	0.0279386677
499	0.02779648783
500	0.02765503151
501	0.02751429505
502	0.02737427481
503	0.02723496713
504	0.02709636838
505	0.02695847497
506	0.02682128329
507	0.02668478979
508	0.0265489909
509	0.02641388308
510	0.02627946284
511	0.02614572665
512	0.02601267105
513	0.02588029257
514	0.02574858777
515	0.02561755321
516	0.02548718548
517	0.0253574812
518	0.02522843698
519	0.02510004947
520	0.02497231532
521	0.02484523121
522	0.02471879383
523	0.0245929999
524	0.02446784612
525	0.02434332926
526	0.02421944606
527	0.0240961933
528	0.02397356778
529	0.02385156629
530	0.02373018567
531	0.02360942276
532	0.02348927441
533	0.0233697375
534	0.02325080891
535	0.02313248554
536	0.02301476433
537	0.0228976422
538	0.0227811161
539	0.022665183
540	0.02254983989
541	0.02243508376
542	0.02232091162
543	0.0222073205
544	0.02209430745
545	0.02198186952
546	0.02187000379
547	0.02175870734
548	0.02164797729
549	0.02153781073
550	0.02142820482
551	0.02131915668
552	0.0212106635
553	0.02110272244
554	0.02099533068
555	0.02088848545
556	0.02078218395
557	0.02067642342
558	0.0205712011
559	0.02046651426
560	0.02036236017
561	0.02025873613
562	0.02015563942
563	0.02005306737
564	0.01995101732
565	0.01984948659
566	0.01974847256
567	0.01964797258
568	0.01954798405
569	0.01944850437
570	0.01934953093
571	0.01925106117
572	0.01915309252
573	0.01905562244
574	0.01895864838
575	0.01886216782
576	0.01876617825
577	0.01867067717
578	0.01857566209
579	0.01848113055
580	0.01838708008
581	0.01829350823
582	0.01820041257
583	0.01810779068
584	0.01801564013
585	0.01792395854
586	0.01783274352
587	0.01774199269
588	0.01765170369
589	0.01756187417
590	0.0174725018
591	0.01738358424
592	0.01729511918
593	0.01720710432
594	0.01711953737
595	0.01703241605
596	0.01694573808
597	0.01685950122
598	0.01677370322
599	0.01668834185
600	0.01660341488
601	0.01651892011
602	0.01643485532
603	0.01635121835
604	0.016268007
605	0.01618521911
606	0.01610285254
607	0.01602090512
608	0.01593937474
609	0.01585825926
610	0.01577755658
611	0.0156972646
612	0.01561738122
613	0.01553790437
614	0.01545883198
615	0.01538016198
616	0.01530189234
617	0.01522402101
618	0.01514654597
619	0.0150694652
620	0.01499277669
621	0.01491647846
622	0.0148405685
623	0.01476504485
624	0.01468990554
625	0.01461514861
626	0.01454077212
627	0.01446677413
628	0.01439315272
629	0.01431990597
630	0.01424703197
631	0.01417452883
632	0.01410239465
633	0.01403062757
634	0.0139592257
635	0.01388818721
636	0.01381751022
637	0.01374719292
638	0.01367723345
639	0.01360763001
640	0.01353838079
641	0.01346948397
642	0.01340093777
643	0.0133327404
644	0.01326489008
645	0.01319738506
646	0.01313022357
647	0.01306340386
648	0.0129969242
649	0.01293078285
650	0.0128649781
651	0.01279950823
652	0.01273437153
653	0.01266956632
654	0.0126050909
655	0.01254094359
656	0.01247712273
657	0.01241362666
658	0.01235045371
659	0.01228760225
660	0.01222507065
661	0.01216285727
662	0.01210096049
663	0.0120393787
664	0.0119781103
665	0.0119171537
666	0.01185650731
667	0.01179616954
668	0.01173613884
669	0.01167641363
670	0.01161699236
671	0.01155787349
672	0.01149905547
673	0.01144053678
674	0.01138231589
675	0.01132439129
676	0.01126676146
677	0.01120942491
678	0.01115238015
679	0.01109562569
680	0.01103916005
681	0.01098298177
682	0.01092708938
683	0.01087148142
684	0.01081615645
685	0.01076111303
686	0.01070634973
687	0.01065186512
688	0.01059765778
689	0.0105437263
690	0.01049006928
691	0.01043668532
692	0.01038357303
693	0.01033073102
694	0.01027815794
695	0.01022585239
696	0.01017381303
697	0.0101220385
698	0.01007052744
699	0.01001927853
700	0.009968290424
701	0.009917561795
702	0.009867091325
703	0.009816877698
704	0.009766919609
705	0.009717215756
706	0.009667764847
707	0.009618565593
708	0.009569616714
709	0.009520916935
710	0.00947246499
711	0.009424259617
712	0.009376299561
713	0.009328583574
714	0.009281110414
715	0.009233878844
716	0.009186887636
717	0.009140135566
718	0.009093621417
719	0.009047343979
720	0.009001302047
721	0.008955494422
722	0.008909919912
723	0.00886457733
724	0.008819465498
725	0.008774583239
726	0.008729929386
727	0.008685502776
728	0.008641302254
729	0.008597326668
730	0.008553574874
731	0.008510045732
732	0.008466738111
733	0.008423650882
734	0.008380782923
735	0.00833813312
736	0.008295700362
737	0.008253483544
738	0.008211481567
739	0.008169693338
740	0.00812811777
741	0.00808675378
742	0.008045600291
743	0.008004656232
744	0.007963920538
745	0.007923392147
746	0.007883070006
747	0.007842953063
748	0.007803040276
749	0.007763330605
750	0.007723823017
751	0.007684516483
752	0.007645409979
753	0.007606502489
754	0.007567792999
755	0.007529280501
756	0.007490963994
757	0.007452842479
758	0.007414914964
759	0.007377180463
760	0.007339637993
761	0.007302286576
762	0.007265125241
763	0.007228153019
764	0.007191368949
765	0.007154772074
766	0.00711836144
767	0.007082136099
768	0.00704609511
769	0.007010237533
770	0.006974562435
771	0.006939068887
772	0.006903755967
773	0.006868622753
774	0.006833668333
775	0.006798891796
776	0.006764292237
777	0.006729868754
778	0.006695620453
779	0.006661546441
780	0.006627645832
781	0.006593917744
782	0.006560361297
783	0.006526975619
784	0.006493759841
785	0.006460713098
786	0.00642783453
787	0.006395123281
788	0.0063625785
789	0.006330199339
790	0.006297984955
791	0.00626593451
792	0.00623404717
793	0.006202322105
794	0.006170758489
795	0.0061393555
796	0.00610811232
797	0.006077028138
798	0.006046102142
799	0.006015333529
800	0.005984721498
801	0.005954265251
802	0.005923963996
803	0.005893816944
804	0.00586382331
805	0.005833982314
806	0.005804293179
807	0.005774755132
808	0.005745367403
809	0.00571612923
810	0.005687039849
811	0.005658098504
812	0.005629304441
813	0.005600656912
814	0.005572155169
815	0.005543798472
816	0.005515586083
817	0.005487517266
818	0.005459591291
819	0.005431807432
820	0.005404164964
821	0.00537666317
822	0.005349301332
823	0.005322078738
824	0.00529499468
825	0.005268048453
826	0.005241239355
827	0.005214566688
828	0.005188029759
829	0.005161627876
830	0.005135360353
831	0.005109226505
832	0.005083225652
833	0.005057357117
834	0.005031620227
835	0.005006014313
836	0.004980538706
837	0.004955192746
838	0.00492997577
839	0.004904887124
840	0.004879926154
841	0.004855092211
842	0.004830384647
843	0.00480580282
844	0.00478134609
845	0.004757013821
846	0.004732805378
847	0.004708720132
848	0.004684757456
849	0.004660916726
850	0.004637197321
851	0.004613598625
852	0.004590120022
853	0.004566760902
854	0.004543520656
855	0.00452039868
856	0.004497394372
857	0.004474507133
858	0.004451736366
859	0.004429081481
860	0.004406541886
861	0.004384116994
862	0.004361806224
863	0.004339608992
864	0.004317524723
865	0.00429555284
866	0.004273692772
867	0.00425194395
868	0.004230305808
869	0.004208777782
870	0.004187359313
871	0.004166049842
872	0.004144848815
873	0.00412375568
874	0.004102769888
875	0.004081890892
876	0.00406111815
877	0.00404045112
878	0.004019889265
879	0.003999432049
880	0.00397907894
881	0.003958829408
882	0.003938682925
883	0.003918638968
884	0.003898697015
885	0.003878856547
886	0.003859117046
887	0.003839478
888	0.003819938897
889	0.003800499229
890	0.003781158488
891	0.003761916173
892	0.003742771782
893	0.003723724817
894	0.003704774782
895	0.003685921184
896	0.003667163531
897	0.003648501337
898	0.003629934114
899	0.00361146138
900	0.003593082653
901	0.003574797456
902	0.003556605312
903	0.003538505748
904	0.003520498293
905	0.003502582478
906	0.003484757836
907	0.003467023904
908	0.00344938022
909	0.003431826324
910	0.00341436176
911	0.003396986074
912	0.003379698812
913	0.003362499525
914	0.003345387766
915	0.003328363088
916	0.003311425049
917	0.003294573207
918	0.003277807124
919	0.003261126364
920	0.003244530493
921	0.003228019077
922	0.003211591689
923	0.003195247899
924	0.003178987283
925	0.003162809417
926	0.00314671388
927	0.003130700254
928	0.003114768121
929	0.003098917066
930	0.003083146678
931	0.003067456545
932	0.003051846259
933	0.003036315413
934	0.003020863605
935	0.00300549043
936	0.00299019549
937	0.002974978385
938	0.002959838721
939	0.002944776102
940	0.002929790137
941	0.002914880435
942	0.002900046609
943	0.002885288272
944	0.00287060504
945	0.002855996532
946	0.002841462366
947	0.002827002164
948	0.002812615551
949	0.00279830215
950	0.002784061591
951	0.002769893502
952	0.002755797514
953	0.002741773261
954	0.002727820377
955	0.0027139385
956	0.002700127267
957	0.00268638632
958	0.0026727153
959	0.002659113852
960	0.002645581622
961	0.002632118258
962	0.002618723408
963	0.002605396725
964	0.002592137862
965	0.002578946473
966	0.002565822214
967	0.002552764745
968	0.002539773726
969	0.002526848818
970	0.002513989684
971	0.002501195991
972	0.002488467405
973	0.002475803595
974	0.002463204231
975	0.002450668985
976	0.002438197531
977	0.002425789544
978	0.002413444701
979	0.002401162681
980	0.002388943165
981	0.002376785833
982	0.00236469037
983	0.002352656462
984	0.002340683793
985	0.002328772054
986	0.002316920933
987	0.002305130123
988	0.002293399316
989	0.002281728207
990	0.002270116492
991	0.00225856387
992	0.002247070039
993	0.002235634699
994	0.002224257555
995	0.002212938308
996	0.002201676666
997	0.002190472333
998	0.00217932502
999	0.002168234435
